Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"Verlander, Justin",434378,FF,-1.35,54.69,7.09,6.83,-138.64,-9.36,-11.23,31.95,-8.99,2430,209
"Verlander, Justin",434378,FF,-1.43,54.47,7.05,5.20,-139.15,-10.15,-11.36,32.97,-8.49,2488,209
"Verlander, Justin",434378,FF,-1.53,54.46,7.06,4.09,-136.60,-11.10,-13.88,32.33,-10.37,2440,209
"Verlander, Justin",434378,SL,-1.44,54.58,7.07,3.82,-127.78,-5.96,2.87,25.72,-28.57,2376,172
"Verlander, Justin",434378,SL,-1.50,54.52,7.01,4.92,-128.66,-5.23,1.56,28.70,-27.36,2442,153
"Verlander, Justin",434378,SL,-1.49,54.74,7.07,5.62,-127.39,-8.23,1.88,28.14,-25.28,2353,183
"Verlander, Justin",434378,FF,-1.27,54.67,7.16,5.41,-135.62,-8.91,-6.97,30.82,-10.58,2298,207
"Verlander, Justin",434378,FF,-1.48,54.64,7.13,4.51,-134.91,-9.75,-11.78,30.82,-9.13,2342,211
"Verlander, Justin",434378,FF,-1.55,54.46,7.07,5.11,-140.24,-7.92,-14.37,37.07,-9.92,2410,211
"Verlander, Justin",434378,SL,-1.65,54.76,7.07,2.60,-129.76,-6.05,1.95,27.21,-24.28,2375,196
"Verlander, Justin",434378,FF,-1.47,54.59,7.12,6.86,-138.59,-10.05,-11.93,35.43,-6.91,2398,211
"Verlander, Justin",434378,SL,-1.67,54.70,7.07,4.34,-127.78,-8.62,2.11,25.76,-25.95,2431,184
"Verlander, Justin",434378,CU,-1.78,54.77,7.05,4.82,-114.77,-4.34,2.80,22.64,-40.21,2604,30
"Verlander, Justin",434378,CU,-1.74,54.62,7.03,5.98,-115.60,-4.50,0.94,22.41,-38.11,2595,47
"Verlander, Justin",434378,SL,-1.56,54.82,7.12,3.01,-127.94,-7.37,3.88,25.61,-26.19,2294,198
"Verlander, Justin",434378,FF,-1.60,54.68,7.20,4.86,-137.29,-8.88,-13.22,32.87,-10.89,2275,213
"Verlander, Justin",434378,SL,-1.68,54.46,7.10,4.78,-128.73,-6.17,1.18,26.83,-25.13,2316,188
"Verlander, Justin",434378,FF,-1.50,54.65,7.17,5.86,-139.11,-5.69,-11.11,32.29,-8.77,2401,207
"Verlander, Justin",434378,FF,-1.54,54.79,7.13,6.82,-139.22,-9.52,-9.31,34.48,-9.36,2450,205
"Verlander, Justin",434378,SL,-1.61,54.57,7.05,4.15,-128.35,-7.14,4.52,26.80,-27.04,2371,162
"Verlander, Justin",434378,SL,-1.65,54.55,7.09,5.19,-128.01,-4.73,2.11,26.84,-28.18,2320,152
"Verlander, Justin",434378,SL,-1.51,54.89,7.15,5.89,-127.95,-4.91,1.74,27.38,-27.18,2353,185
"Verlander, Justin",434378,SL,-1.55,54.57,7.12,6.80,-127.09,-4.01,2.11,27.63,-31.36,2398,136
"Verlander, Justin",434378,CU,-1.71,54.62,7.15,4.14,-114.31,-0.01,1.98,21.94,-39.91,2487,39
"Verlander, Justin",434378,FF,-1.23,54.85,7.12,4.64,-138.39,-9.63,-11.95,35.35,-10.69,2427,207
"Verlander, Justin",434378,SL,-1.52,54.70,7.00,6.36,-128.33,-8.35,2.32,24.93,-24.45,2439,176
"Verlander, Justin",434378,FF,-1.26,54.59,7.13,5.61,-138.12,-8.95,-13.02,32.81,-10.15,2369,207
"Verlander, Justin",434378,FF,-1.28,54.93,7.23,3.55,-135.66,-9.39,-10.39,31.84,-11.61,2339,207
"Verlander, Justin",434378,FF,-1.42,54.57,7.12,2.86,-137.14,-8.94,-12.36,33.09,-10.21,2362,208
"Verlander, Justin",434378,SL,-1.41,54.40,6.95,4.85,-128.46,-5.88,1.22,19.91,-25.01,2346,175
"Verlander, Justin",434378,CH,-1.67,54.33,6.84,6.19,-125.12,-6.21,-14.83,24.52,-22.03,1693,230
"Verlander, Justin",434378,CH,-1.82,54.33,6.83,6.51,-124.12,-8.78,-20.26,28.92,-20.38,1766,232
"Verlander, Justin",434378,SL,-1.44,54.49,7.01,2.84,-126.68,-3.87,0.60,25.55,-26.66,2415,160
"Verlander, Justin",434378,FF,-1.34,54.49,7.07,7.04,-138.93,-7.97,-10.62,34.83,-6.59,2405,209
"Verlander, Justin",434378,CU,-1.54,54.40,6.89,2.34,-114.96,-1.87,5.22,25.82,-42.07,2604,30
"Verlander, Justin",434378,CU,-1.57,54.39,6.87,1.87,-117.01,-0.63,0.51,24.50,-38.79,2601,38
"Verlander, Justin",434378,CU,-1.58,54.30,6.77,6.32,-118.83,-7.31,1.60,26.03,-40.30,2804,36
"Verlander, Justin",434378,CU,-1.54,54.40,6.90,0.66,-117.36,-2.21,5.40,27.22,-38.75,2737,30
"Verlander, Justin",434378,CU,-1.51,54.14,6.81,3.82,-118.71,-5.71,3.02,23.80,-39.11,2792,40
"Verlander, Justin",434378,CU,-1.58,54.39,6.93,3.24,-115.65,-3.98,3.55,22.02,-41.68,2870,39
"Verlander, Justin",434378,CU,-1.55,54.69,7.09,2.39,-114.00,-1.33,5.02,20.99,-41.36,2799,38
"Verlander, Justin",434378,SL,-1.58,54.43,6.98,4.35,-126.79,-9.36,1.16,23.70,-23.90,2424,176
"Verlander, Justin",434378,CH,-1.73,54.28,6.81,5.93,-124.47,-8.36,-15.21,23.07,-23.25,1631,233
"Verlander, Justin",434378,CU,-1.56,54.33,6.91,1.21,-117.75,-3.22,5.90,22.07,-42.91,2778,36
"Verlander, Justin",434378,FF,-1.32,54.49,7.06,5.70,-137.49,-9.73,-11.35,26.28,-12.68,2433,209
"Verlander, Justin",434378,FF,-1.31,54.43,7.06,7.10,-137.43,-9.64,-11.63,29.07,-9.29,2464,205
"Verlander, Justin",434378,FF,-1.47,54.28,6.99,5.35,-136.81,-9.76,-14.26,29.16,-7.77,2487,212
"Verlander, Justin",434378,FF,-1.41,54.50,7.07,3.62,-137.25,-6.97,-12.58,30.89,-9.25,2494,210
"Verlander, Justin",434378,FF,-1.37,54.56,7.10,4.30,-135.54,-6.19,-14.16,30.23,-9.41,2446,207
"Verlander, Justin",434378,CU,-1.61,54.29,6.96,3.28,-117.83,-2.57,4.24,21.33,-41.69,2712,35
"Verlander, Justin",434378,CU,-1.68,54.36,6.95,2.85,-118.24,-3.19,4.43,21.31,-42.43,2713,37
"Verlander, Justin",434378,CU,-1.82,54.56,7.01,3.87,-115.34,-1.19,3.29,20.98,-41.49,2646,33
"Verlander, Justin",434378,SL,-1.65,54.49,7.02,5.35,-129.77,-4.92,6.29,26.94,-23.68,2436,174
"Verlander, Justin",434378,FF,-1.45,54.22,7.09,7.57,-137.13,-8.51,-13.27,26.17,-14.32,2444,207
"Verlander, Justin",434378,FF,-1.40,54.17,7.07,8.52,-137.37,-11.27,-15.90,29.52,-10.12,2416,208
"Verlander, Justin",434378,SL,-1.42,54.53,7.01,3.15,-129.04,-4.78,1.53,27.56,-27.11,2410,143
"Verlander, Justin",434378,SL,-1.45,54.46,6.95,4.58,-128.59,-5.73,5.24,27.26,-26.47,2600,145
"Verlander, Justin",434378,SL,-1.42,54.29,6.90,7.74,-129.62,-10.10,3.71,23.64,-21.00,2488,191
"Verlander, Justin",434378,SL,-1.43,54.30,6.93,7.35,-127.75,-9.65,4.13,26.07,-24.34,2533,174
"Verlander, Justin",434378,FF,-1.19,54.27,7.01,5.77,-139.57,-9.24,-9.89,31.23,-9.34,2485,208
"Verlander, Justin",434378,FF,-1.35,54.28,7.09,6.15,-137.61,-11.70,-9.94,32.96,-7.57,2446,206
"Verlander, Justin",434378,CU,-1.31,54.17,6.95,3.52,-119.20,-3.28,3.72,25.52,-42.32,2662,43
"Verlander, Justin",434378,SL,-1.42,54.46,7.07,3.74,-129.64,-6.03,2.36,25.59,-26.24,2594,168
"Verlander, Justin",434378,CH,-1.64,54.19,6.83,4.21,-128.02,-8.35,-16.88,27.67,-21.70,1767,227
