Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"Diekman, Jake",518617,FF,3.43,54.15,5.64,-11.70,-137.88,-2.62,23.31,29.64,-19.00,2277,121
"Diekman, Jake",518617,FF,3.46,54.26,5.65,-5.08,-138.99,-1.98,21.07,33.90,-20.59,2262,120
"Diekman, Jake",518617,SL,3.63,54.32,5.47,-5.96,-122.13,-1.44,-10.82,24.66,-27.48,2972,295
"Diekman, Jake",518617,FF,3.49,54.13,5.57,-12.58,-138.37,-3.38,18.29,29.74,-20.27,2370,123
"Diekman, Jake",518617,FF,3.38,53.99,5.65,-12.36,-138.40,-4.64,18.71,30.75,-20.02,2335,121
"Diekman, Jake",518617,SI,3.59,53.57,5.60,-12.18,-138.28,-3.23,22.11,25.69,-23.71,2156,124
"Diekman, Jake",518617,SL,3.69,54.22,5.50,-11.60,-118.87,-4.03,-7.46,24.10,-28.57,2863,311
"Diekman, Jake",518617,SL,3.88,54.40,5.51,-4.53,-119.10,0.96,-7.56,22.32,-32.75,2809,296
"Diekman, Jake",518617,SI,3.60,54.34,5.59,-11.02,-139.47,-2.74,23.17,28.15,-24.62,2184,125
"Diekman, Jake",518617,FF,3.55,53.84,5.62,-17.55,-140.89,-8.27,24.55,28.81,-15.70,2401,122
"Diekman, Jake",518617,SI,3.53,54.27,5.67,-12.80,-137.16,-4.01,23.68,25.88,-22.82,2070,123
"Diekman, Jake",518617,SI,3.64,54.06,5.57,-11.85,-138.39,-5.33,22.42,27.88,-24.34,2173,125
"Diekman, Jake",518617,FF,3.55,54.43,5.74,-10.42,-139.90,-4.32,23.16,29.58,-16.17,2355,124
"Diekman, Jake",518617,SI,3.52,54.32,5.65,-10.87,-139.47,-2.04,22.00,25.92,-24.33,2210,122
"Diekman, Jake",518617,SI,3.53,54.34,5.69,-11.62,-139.20,-3.20,23.16,26.18,-24.13,2229,123
"Diekman, Jake",518617,SL,3.65,54.25,5.57,-8.94,-120.14,-3.19,-6.73,23.34,-30.17,2956,283
"Diekman, Jake",518617,FF,3.52,54.22,5.74,-12.13,-139.74,-3.81,20.45,28.49,-18.51,2275,126
"Diekman, Jake",518617,FF,3.55,54.28,5.63,-9.40,-136.28,-4.16,20.76,27.98,-20.45,2221,125
"Diekman, Jake",518617,SL,3.74,54.17,5.51,-11.77,-116.54,-4.72,-9.45,23.97,-26.98,2845,319
"Diekman, Jake",518617,SI,3.57,54.39,5.62,-14.38,-136.97,-5.12,24.82,27.11,-21.25,2194,123
"Diekman, Jake",518617,FF,3.39,54.33,5.71,-13.53,-137.88,-3.14,19.95,31.56,-14.63,2372,125
"Diekman, Jake",518617,SL,3.67,54.24,5.68,-2.11,-118.09,1.20,-10.93,23.61,-29.99,2782,305
"Diekman, Jake",518617,FF,3.67,54.39,5.71,-10.24,-137.97,1.11,18.81,31.64,-18.07,2238,121
"Diekman, Jake",518617,FF,3.57,54.36,5.75,-9.05,-138.70,-0.55,22.38,32.61,-17.68,2309,117
