Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"May, Dustin",669160,SI,-2.35,53.77,5.13,10.10,-141.05,-3.07,-21.46,31.06,-23.15,2285,234
"May, Dustin",669160,CU,-2.65,54.20,5.24,2.12,-125.41,-0.11,14.77,27.63,-33.47,3282,47
"May, Dustin",669160,SI,-2.39,54.01,5.26,11.14,-139.79,-4.62,-22.63,30.86,-23.96,2257,243
"May, Dustin",669160,SI,-2.58,53.95,5.21,6.73,-140.87,-6.18,-21.28,33.12,-22.75,2198,240
"May, Dustin",669160,SI,-2.30,54.12,5.15,8.07,-142.62,-4.90,-20.51,29.24,-22.12,2180,239
"May, Dustin",669160,SI,-2.48,54.06,5.25,8.23,-141.72,-2.67,-22.55,33.59,-21.61,2289,238
"May, Dustin",669160,SI,-2.49,54.05,5.23,9.47,-141.68,-5.72,-18.91,27.05,-24.47,2322,236
"May, Dustin",669160,FF,-2.35,53.87,5.47,10.11,-142.83,-8.95,-16.58,29.69,-12.16,2348,223
"May, Dustin",669160,FC,-2.38,54.07,5.35,2.64,-137.02,-3.06,-0.61,28.53,-22.27,2356,211
"May, Dustin",669160,FF,-2.29,54.09,5.63,8.47,-143.02,-10.05,-13.90,31.54,-11.73,2299,220
"May, Dustin",669160,FC,-2.47,54.15,5.37,4.55,-133.66,-2.31,0.60,23.95,-26.36,2313,210
"May, Dustin",669160,SI,-2.36,53.98,4.82,7.86,-138.94,-2.72,-23.27,33.28,-26.25,2305,238
"May, Dustin",669160,CU,-2.39,53.67,4.91,5.85,-123.22,-0.27,12.01,27.07,-33.92,3165,45
"May, Dustin",669160,FF,-2.03,53.90,5.37,8.43,-142.01,-4.90,-13.15,35.65,-13.50,2233,228
"May, Dustin",669160,FC,-2.26,53.88,4.90,7.62,-132.45,-3.37,-0.22,29.31,-26.61,2391,229
"May, Dustin",669160,FF,-2.07,53.78,5.25,10.51,-140.11,-5.15,-13.51,33.99,-15.59,2177,227
"May, Dustin",669160,FF,-2.10,53.88,5.30,7.63,-140.08,-2.35,-12.91,35.75,-15.25,2286,227
"May, Dustin",669160,CU,-2.46,53.87,4.89,-1.68,-119.57,3.38,16.06,27.71,-30.95,3073,53
"May, Dustin",669160,CH,-2.27,53.86,4.74,7.64,-128.21,-1.61,-15.58,26.88,-29.11,1834,269
"May, Dustin",669160,SI,-2.11,53.77,5.14,9.82,-141.24,-3.74,-17.99,33.94,-17.85,2367,232
"May, Dustin",669160,FC,-2.16,53.75,5.04,7.79,-133.17,-3.96,-3.45,27.34,-25.28,2454,219
"May, Dustin",669160,FC,-2.32,54.09,4.98,2.10,-134.01,0.21,2.82,28.00,-21.95,2471,220
"May, Dustin",669160,FF,-2.13,53.77,5.34,7.62,-141.56,-2.82,-16.42,36.62,-17.05,2346,227
"May, Dustin",669160,FC,-2.20,53.69,5.01,9.81,-134.87,-2.79,-3.68,28.97,-27.32,2610,214
"May, Dustin",669160,SI,-2.34,53.95,4.82,7.48,-141.16,-3.73,-22.61,33.27,-26.65,2378,243
"May, Dustin",669160,SI,-2.38,54.02,4.85,9.64,-142.22,-5.46,-25.92,34.00,-26.48,2440,236
"May, Dustin",669160,FF,-2.00,53.92,5.31,9.44,-141.96,-7.06,-14.11,33.48,-11.99,2532,224
"May, Dustin",669160,SI,-2.33,53.87,4.86,7.64,-141.38,-2.88,-22.47,33.04,-25.58,2412,247
"May, Dustin",669160,CH,-2.33,53.94,4.83,9.16,-128.01,-3.01,-15.77,26.85,-34.41,1859,265
"May, Dustin",669160,SI,-2.36,54.02,5.03,5.97,-141.41,-1.78,-23.38,33.91,-26.93,2493,239
"May, Dustin",669160,CU,-2.34,53.97,5.08,2.87,-123.34,-1.34,13.79,25.61,-34.11,3320,50
"May, Dustin",669160,CU,-2.37,53.85,5.01,6.55,-123.32,-2.21,9.66,25.36,-35.91,3159,50
"May, Dustin",669160,SI,-2.49,54.10,4.95,8.15,-138.18,-3.03,-22.15,31.54,-26.51,2332,239
"May, Dustin",669160,SI,-2.20,53.99,4.78,8.82,-139.08,-3.25,-21.83,32.29,-27.06,2257,239
"May, Dustin",669160,CU,-2.26,53.84,5.05,2.50,-120.93,1.45,15.27,27.41,-32.20,3124,47
"May, Dustin",669160,SI,-2.32,53.72,4.72,9.72,-138.85,-4.37,-22.77,33.05,-25.06,2241,242
"May, Dustin",669160,SI,-2.33,54.01,4.94,7.25,-138.34,-2.14,-17.55,30.68,-23.64,2332,237
"May, Dustin",669160,CU,-2.37,54.03,4.99,3.27,-122.07,-0.31,11.79,26.95,-33.92,3115,53
"May, Dustin",669160,CU,-2.42,53.88,4.94,4.96,-124.74,1.11,15.36,29.31,-37.18,3367,50
