Pitcher,ID,Pitch Type,xP0,yP0,zP0,xV0,yV0,zV0,xA0,yA0,zA0,Spin Rate,Spin Direction
"Hill, Rich",448179,FF,1.55,54.22,5.83,-7.29,-130.75,-1.94,6.94,29.06,-13.11,2352,144
"Hill, Rich",448179,FF,1.40,54.20,5.81,-5.36,-131.00,-3.79,9.24,27.55,-13.08,2230,140
"Hill, Rich",448179,SL,2.46,54.62,4.25,0.87,-101.85,4.56,-13.44,18.12,-32.75,2435,279
"Hill, Rich",448179,CH,2.53,54.36,3.95,-8.45,-121.39,5.08,17.01,26.49,-31.46,2064,97
"Hill, Rich",448179,SL,2.62,55.11,3.24,2.75,-98.92,3.68,-12.98,16.68,-27.30,2449,260
"Hill, Rich",448179,CU,1.50,54.24,5.79,-1.74,-106.70,2.26,-11.72,22.57,-41.78,2719,316
"Hill, Rich",448179,FF,1.34,54.24,5.87,-6.95,-128.44,-1.48,10.53,26.30,-14.86,2349,148
"Hill, Rich",448179,FC,1.73,54.47,5.56,-4.32,-125.29,-0.48,1.56,21.27,-23.59,2424,154
"Hill, Rich",448179,FC,1.85,54.38,5.65,-2.87,-124.65,1.03,-0.42,22.21,-23.73,2413,204
"Hill, Rich",448179,SL,2.53,54.71,4.05,-2.31,-100.96,4.96,-12.85,18.52,-32.62,2578,272
"Hill, Rich",448179,FF,1.43,54.30,5.85,-4.55,-128.23,-3.40,10.20,26.63,-14.17,2366,150
"Hill, Rich",448179,SL,2.50,54.67,3.95,-3.50,-101.50,2.76,-13.23,19.09,-31.79,2643,281
"Hill, Rich",448179,SL,2.29,54.78,4.13,-4.30,-102.20,4.34,-13.53,19.69,-32.65,2697,274
"Hill, Rich",448179,FC,1.84,54.21,5.54,-5.38,-126.23,-2.17,0.95,25.22,-21.78,2280,166
"Hill, Rich",448179,CU,1.48,54.31,5.66,-2.34,-106.32,2.67,-11.26,24.16,-41.84,2629,316
"Hill, Rich",448179,FF,1.53,54.32,5.77,-6.09,-130.34,-3.11,6.55,28.91,-11.94,2255,143
"Hill, Rich",448179,SL,2.67,54.50,3.42,0.14,-102.49,4.30,-10.91,17.06,-28.03,2482,262
"Hill, Rich",448179,FC,1.74,54.44,5.58,-3.05,-125.64,-1.80,-1.78,22.48,-25.52,2156,155
"Hill, Rich",448179,FC,1.75,54.41,5.59,-4.19,-124.79,-3.41,-2.33,24.03,-23.53,2244,166
"Hill, Rich",448179,FF,1.42,54.17,5.80,-6.13,-130.18,-5.88,8.86,30.37,-11.33,2336,144
"Hill, Rich",448179,FF,1.39,54.10,5.86,-7.70,-129.02,-3.42,4.33,29.80,-13.49,2287,154
"Hill, Rich",448179,FC,2.00,54.28,5.50,-4.71,-120.27,-2.01,-0.40,24.33,-25.96,2195,151
"Hill, Rich",448179,FC,1.75,54.28,5.61,-2.95,-122.80,-2.98,-1.81,23.80,-23.98,2283,167
"Hill, Rich",448179,CU,1.66,54.28,5.73,-1.01,-99.83,4.04,-10.00,19.44,-39.31,2291,308
"Hill, Rich",448179,FF,1.59,54.23,5.82,-5.83,-125.96,-2.40,9.87,26.13,-15.18,2273,139
"Hill, Rich",448179,SL,2.57,54.58,3.88,-1.69,-100.48,4.00,-11.84,17.99,-31.41,2481,270
"Hill, Rich",448179,CU,1.59,54.24,5.76,-0.56,-105.13,1.84,-10.80,20.74,-40.58,2661,312
"Hill, Rich",448179,CU,1.58,54.50,5.73,-2.27,-107.27,4.46,-10.73,22.31,-41.39,2775,316
"Hill, Rich",448179,CU,1.63,54.28,5.74,0.84,-104.47,1.73,-11.31,22.36,-42.21,2561,320
"Hill, Rich",448179,FF,1.42,54.33,5.90,-4.72,-128.94,-1.07,5.21,29.00,-14.60,2193,148
"Hill, Rich",448179,FC,1.72,54.54,5.62,-4.13,-123.66,-3.04,1.02,24.64,-26.02,2266,164
"Hill, Rich",448179,FF,1.35,54.35,5.94,-8.01,-130.06,-4.73,5.22,30.07,-11.48,2266,144
"Hill, Rich",448179,FF,1.51,54.26,5.91,-4.33,-129.47,1.15,9.57,30.69,-15.83,2235,142
"Hill, Rich",448179,CU,1.47,54.48,5.82,-1.62,-104.48,4.28,-9.57,19.70,-42.11,2654,315
"Hill, Rich",448179,SL,2.52,54.22,4.55,-2.82,-95.69,6.32,-9.04,15.30,-32.24,2214,276
"Hill, Rich",448179,FC,1.91,54.39,5.65,-3.08,-124.32,-3.70,-2.13,23.61,-22.17,2369,149
"Hill, Rich",448179,FF,1.54,54.26,5.87,-5.27,-127.10,-1.73,7.10,26.63,-15.49,2180,151
"Hill, Rich",448179,FF,1.40,54.34,5.93,-7.46,-129.32,-5.42,8.41,30.28,-12.59,2228,149
"Hill, Rich",448179,FF,1.39,54.24,5.91,-5.62,-129.91,-6.10,9.40,29.55,-11.64,2208,144
"Hill, Rich",448179,FF,1.40,54.23,5.95,-8.00,-129.46,-4.56,8.16,28.48,-12.22,2200,148
"Hill, Rich",448179,CU,1.58,54.39,5.75,2.30,-104.74,3.57,-9.88,20.31,-42.14,2426,315
"Hill, Rich",448179,FF,1.41,54.27,5.90,-4.78,-129.39,-4.41,11.49,27.93,-15.57,2263,142
"Hill, Rich",448179,FF,1.35,54.27,5.88,-5.75,-127.00,-7.38,6.40,28.41,-12.85,2239,147
"Hill, Rich",448179,FF,1.39,54.25,5.93,-6.64,-128.90,-4.61,9.55,27.80,-14.47,2251,147
"Hill, Rich",448179,CU,1.50,54.42,5.78,-3.70,-106.02,0.88,-10.52,22.08,-40.70,2598,315
"Hill, Rich",448179,FF,1.50,54.36,5.84,-7.73,-130.92,-5.27,7.37,29.07,-12.57,2212,141
"Hill, Rich",448179,CU,1.49,54.12,5.82,-2.70,-105.31,2.41,-9.97,21.33,-40.76,2575,317
"Hill, Rich",448179,FC,1.80,54.08,5.68,-5.14,-123.09,-2.61,-2.83,22.31,-22.34,2323,156
"Hill, Rich",448179,CU,1.49,54.51,5.69,3.00,-104.27,5.43,-11.85,20.20,-40.83,2579,313
"Hill, Rich",448179,FF,1.40,54.25,5.88,-6.18,-129.55,-4.74,8.67,28.78,-13.16,2338,144
"Hill, Rich",448179,CU,1.56,54.37,5.81,1.12,-104.82,4.02,-9.77,21.55,-41.21,2579,316
"Hill, Rich",448179,FF,1.46,54.22,5.88,-5.71,-129.69,-3.15,9.72,27.24,-14.00,2266,144
"Hill, Rich",448179,CU,1.89,54.33,5.79,-3.58,-104.37,-1.42,-10.07,20.40,-38.40,2482,313
"Hill, Rich",448179,CU,1.51,54.49,5.85,-0.77,-107.01,4.19,-11.93,22.12,-42.23,2662,319
"Hill, Rich",448179,FF,1.56,54.34,5.93,-3.79,-130.06,-2.04,8.59,28.07,-13.82,2260,149
"Hill, Rich",448179,FF,1.51,54.24,5.83,-4.46,-130.74,-7.32,10.30,28.67,-11.10,2282,141
"Hill, Rich",448179,FF,1.45,54.07,5.89,-4.74,-130.06,-5.64,9.42,28.39,-13.36,2278,138
"Hill, Rich",448179,FF,1.49,54.46,5.90,-4.24,-129.03,-4.60,8.49,28.11,-12.19,2285,148
"Hill, Rich",448179,FC,1.70,54.29,5.66,-5.49,-122.70,-5.19,-3.01,22.98,-22.93,2311,156
"Hill, Rich",448179,FC,1.63,54.44,5.83,-7.24,-124.08,-2.16,-0.35,23.59,-24.25,2347,163
"Hill, Rich",448179,FF,1.57,54.22,5.92,-4.81,-129.88,-5.17,10.47,28.21,-12.99,2281,144
"Hill, Rich",448179,FF,1.46,54.13,5.84,-5.03,-131.60,-3.32,7.67,30.16,-12.66,2372,162
"Hill, Rich",448179,FC,1.75,54.47,5.67,-3.47,-122.91,-1.17,-1.91,22.63,-25.46,2336,158
"Hill, Rich",448179,SL,2.48,54.61,4.15,-1.64,-102.50,3.57,-13.45,18.87,-32.90,2613,278
"Hill, Rich",448179,CU,1.60,54.40,5.81,-4.69,-107.44,3.04,-10.28,20.86,-41.66,2709,318
"Hill, Rich",448179,SL,2.76,54.59,4.04,0.45,-103.98,5.17,-13.15,19.44,-31.73,2523,275
"Hill, Rich",448179,CH,2.63,54.41,4.18,-8.87,-123.34,2.47,15.92,26.34,-31.81,2171,101
"Hill, Rich",448179,FF,1.53,54.38,5.91,-3.42,-131.11,-2.95,10.35,30.23,-14.06,2306,147
"Hill, Rich",448179,FF,1.52,54.23,5.87,-5.17,-132.24,-4.54,10.65,29.93,-12.18,2309,144
"Hill, Rich",448179,FF,1.45,54.35,6.00,-4.80,-127.38,-3.01,6.47,28.36,-13.49,2244,142
"Hill, Rich",448179,CU,1.80,54.39,5.79,0.21,-106.09,3.50,-10.65,22.20,-43.16,2631,317
"Hill, Rich",448179,FF,1.66,54.16,5.90,-4.14,-130.30,-6.02,10.62,28.60,-11.75,2245,146
"Hill, Rich",448179,FF,1.46,54.36,5.99,-7.15,-130.54,-6.25,8.17,27.36,-11.34,2247,148
"Hill, Rich",448179,FC,1.73,54.52,5.83,-5.38,-120.98,-2.40,-1.12,20.72,-25.16,2284,163
"Hill, Rich",448179,FF,1.69,54.38,5.95,-5.80,-128.29,-3.21,10.22,28.91,-12.34,2194,145
"Hill, Rich",448179,FF,1.55,54.48,6.01,-4.71,-129.05,-3.58,11.37,29.61,-11.75,2351,149
"Hill, Rich",448179,CU,1.43,54.53,5.76,-0.75,-105.65,3.48,-10.83,23.16,-42.66,2737,316
"Hill, Rich",448179,CU,1.59,54.40,5.75,0.69,-104.41,4.78,-12.35,21.22,-40.67,2659,315
"Hill, Rich",448179,FF,1.40,54.07,5.83,-7.87,-126.86,-4.95,2.97,29.78,-14.02,2265,148
"Hill, Rich",448179,CU,1.38,54.52,5.82,1.72,-104.09,4.13,-9.75,20.52,-43.26,2636,321
"Hill, Rich",448179,FC,1.64,54.14,5.66,-5.74,-124.13,-3.28,-0.82,22.92,-24.45,2249,168
"Hill, Rich",448179,FF,1.23,54.20,5.80,-4.38,-129.69,-3.30,9.56,29.33,-13.37,2177,149
"Hill, Rich",448179,FF,1.36,54.21,5.90,-6.15,-127.67,-3.82,6.82,25.49,-15.05,2189,152
"Hill, Rich",448179,FF,1.40,54.20,5.85,-4.32,-128.52,-3.41,8.81,28.84,-13.26,2180,147
"Hill, Rich",448179,FC,1.54,54.42,5.69,-4.57,-122.20,0.94,-3.00,21.09,-27.03,2262,175
"Hill, Rich",448179,CU,1.40,54.27,5.71,-2.30,-106.41,0.07,-10.93,21.27,-41.49,2711,320
"Hill, Rich",448179,SL,2.46,54.74,3.13,-3.01,-98.20,2.99,-12.11,18.48,-29.36,2431,263
"Hill, Rich",448179,FC,1.78,54.21,5.70,-3.22,-125.42,-5.01,-2.24,23.12,-21.63,2203,163
"Hill, Rich",448179,CH,2.52,54.23,4.11,-8.66,-121.24,5.20,15.46,22.86,-34.49,2002,103
"Hill, Rich",448179,FC,1.64,54.33,5.66,-5.33,-120.11,-2.22,-4.98,21.45,-26.98,2251,180
"Hill, Rich",448179,FC,1.71,54.28,5.70,-4.71,-121.55,-1.70,-2.69,20.32,-26.47,2230,177
"Hill, Rich",448179,SL,2.57,54.74,4.18,1.24,-97.92,6.75,-11.71,13.23,-33.69,2446,276
"Hill, Rich",448179,FF,1.38,54.14,5.85,-4.24,-128.03,-3.87,9.47,29.29,-15.39,2189,142
"Hill, Rich",448179,CU,1.40,54.38,5.84,-0.64,-103.65,2.19,-10.59,21.19,-40.86,2551,318
"Hill, Rich",448179,FC,1.62,54.36,5.76,-4.19,-119.68,-3.07,-2.97,21.91,-25.03,2119,171
"Hill, Rich",448179,FC,1.61,54.32,5.72,-3.50,-121.66,-1.98,-0.87,23.82,-24.39,2190,171
"Hill, Rich",448179,FC,1.52,54.16,5.81,-5.70,-120.75,-2.17,-2.56,17.07,-23.37,2281,182
"Hill, Rich",448179,CU,1.41,54.51,5.86,0.80,-104.15,4.67,-9.02,20.38,-41.01,2574,317
"Hill, Rich",448179,FC,1.55,54.26,5.76,-6.64,-119.59,-2.22,-3.85,20.71,-26.13,2298,193
"Hill, Rich",448179,FF,1.36,54.25,6.03,-3.43,-127.54,-7.52,8.21,27.85,-13.41,2150,148
"Hill, Rich",448179,FF,1.32,54.32,5.95,-3.34,-127.08,-4.09,8.22,26.68,-15.78,2138,144
"Hill, Rich",448179,CU,1.55,53.93,5.63,-0.28,-101.14,2.95,-9.90,20.46,-40.59,2453,317
"Hill, Rich",448179,FC,1.62,54.17,5.59,-6.23,-124.49,-1.83,1.50,24.51,-23.52,2343,164
"Hill, Rich",448179,FF,1.33,54.13,5.78,-4.01,-129.16,-5.02,6.55,27.33,-14.81,2243,151
"Hill, Rich",448179,CH,1.86,54.22,5.51,-6.20,-123.66,-1.83,14.38,25.55,-27.17,1947,133
"Hill, Rich",448179,CU,1.57,54.52,5.67,-0.16,-104.86,2.95,-12.27,22.61,-40.68,2662,309
"Hill, Rich",448179,FC,1.74,54.28,5.60,-5.28,-121.06,-3.38,-2.95,20.31,-24.36,2235,173
"Hill, Rich",448179,SL,2.61,54.76,3.51,-3.14,-97.29,5.10,-11.79,16.74,-31.14,2405,266
"Hill, Rich",448179,SL,2.51,54.47,4.09,-2.85,-99.81,5.59,-12.86,17.83,-32.94,2526,276
"Hill, Rich",448179,FF,1.41,54.32,5.83,-4.33,-129.29,-3.85,9.25,27.44,-12.76,2175,148
"Hill, Rich",448179,CU,1.75,54.40,5.65,1.12,-103.53,4.69,-10.04,20.40,-40.98,2489,310
"Hill, Rich",448179,FC,1.61,54.46,5.72,-3.84,-120.75,-0.72,0.43,21.44,-26.22,2248,181
"Hill, Rich",448179,CU,1.54,54.66,5.77,1.68,-104.43,4.46,-12.42,20.75,-41.94,2696,315
