214.00,156.00,60.00,1.16,1.48,0.18,-0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
-0.032,1.449,-0.067,1.255,-0.171,1.294,-0.067,1.021,-0.227,1.064,0.054,0.965,0.071,0.965,-0.106,0.826,-0.145,0.835,-0.037,0.476,-0.145,0.459,-0.141,0.056,-0.195,0.040
-0.032,1.449,-0.067,1.255,-0.171,1.294,-0.067,1.021,-0.227,1.064,0.063,0.978,0.071,0.965,-0.106,0.826,-0.145,0.835,-0.037,0.476,-0.145,0.459,-0.136,0.039,-0.195,0.040
-0.032,1.449,-0.067,1.255,-0.171,1.294,-0.067,1.021,-0.236,1.064,0.063,0.978,0.067,0.965,-0.106,0.826,-0.145,0.835,-0.037,0.476,-0.145,0.459,-0.123,0.039,-0.195,0.040
-0.032,1.449,-0.067,1.255,-0.171,1.294,-0.071,1.038,-0.236,1.064,0.063,0.978,0.054,0.973,-0.106,0.826,-0.145,0.835,-0.050,0.472,-0.145,0.459,-0.132,0.039,-0.195,0.040
-0.032,1.449,-0.076,1.255,-0.171,1.294,-0.071,1.038,-0.236,1.064,0.063,0.978,0.054,0.973,-0.110,0.831,-0.145,0.835,-0.050,0.472,-0.145,0.459,-0.136,0.035,-0.195,0.040
-0.032,1.449,-0.089,1.255,-0.171,1.294,-0.071,1.038,-0.236,1.064,0.063,0.978,0.045,0.973,-0.128,0.831,-0.145,0.835,-0.067,0.472,-0.145,0.459,-0.136,0.030,-0.195,0.040
-0.032,1.449,-0.089,1.255,-0.171,1.294,-0.071,1.038,-0.236,1.064,0.063,0.978,0.045,0.973,-0.136,0.831,-0.145,0.835,-0.067,0.472,-0.145,0.459,-0.145,0.030,-0.195,0.040
-0.032,1.449,-0.089,1.255,-0.171,1.294,-0.071,1.038,-0.236,1.064,0.063,0.978,0.045,0.973,-0.136,0.831,-0.145,0.835,-0.067,0.472,-0.145,0.459,-0.149,0.026,-0.195,0.040
-0.032,1.449,-0.089,1.255,-0.171,1.294,-0.071,1.038,-0.236,1.064,0.063,0.978,0.045,0.978,-0.154,0.831,-0.145,0.835,-0.071,0.472,-0.145,0.459,-0.154,0.026,-0.195,0.040
-0.032,1.449,-0.089,1.255,-0.149,1.289,-0.071,1.038,-0.236,1.064,0.063,0.978,0.045,0.978,-0.154,0.835,-0.145,0.835,-0.076,0.476,-0.145,0.463,-0.154,0.026,-0.195,0.040
-0.032,1.449,-0.084,1.255,-0.149,1.289,-0.071,1.038,-0.231,1.073,0.063,0.978,0.041,0.978,-0.154,0.835,-0.145,0.835,-0.076,0.476,-0.145,0.463,-0.149,0.035,-0.197,0.040
-0.032,1.449,-0.084,1.255,-0.154,1.289,-0.071,1.038,-0.231,1.073,0.063,0.978,0.041,0.978,-0.154,0.835,-0.145,0.835,-0.076,0.476,-0.136,0.467,-0.149,0.043,-0.206,0.048
-0.032,1.449,-0.084,1.255,-0.154,1.289,-0.089,1.038,-0.231,1.073,0.063,0.978,0.041,0.978,-0.162,0.839,-0.145,0.835,-0.089,0.472,-0.123,0.476,-0.149,0.048,-0.206,0.048
-0.032,1.449,-0.084,1.255,-0.154,1.289,-0.093,1.038,-0.231,1.073,0.063,0.978,0.019,0.960,-0.167,0.839,-0.154,0.835,-0.089,0.472,-0.123,0.476,-0.149,0.048,-0.217,0.055
-0.032,1.449,-0.084,1.255,-0.154,1.289,-0.093,1.038,-0.231,1.073,0.063,0.978,0.019,0.960,-0.171,0.839,-0.154,0.835,-0.089,0.472,-0.119,0.476,-0.158,0.035,-0.217,0.055
-0.032,1.449,-0.084,1.255,-0.154,1.289,-0.093,1.038,-0.240,1.073,0.063,0.978,0.019,0.960,-0.171,0.839,-0.154,0.835,-0.097,0.472,-0.115,0.476,-0.154,0.022,-0.228,0.055
-0.032,1.449,-0.084,1.255,-0.154,1.289,-0.102,1.047,-0.244,1.073,0.063,0.978,0.019,0.960,-0.171,0.839,-0.162,0.835,-0.097,0.472,-0.102,0.485,-0.154,0.022,-0.231,0.055
-0.041,1.445,-0.084,1.255,-0.154,1.289,-0.102,1.047,-0.244,1.073,0.058,0.978,0.015,0.960,-0.171,0.839,-0.162,0.835,-0.097,0.472,-0.093,0.493,-0.154,0.022,-0.239,0.057
